:START_ID(File),:END_ID(Trace)
C:\ProgramData\Microsoft\Windows\Start Menu\Programs\KeyScrambler\Uninstall KeyScrambler.lnk,77457ecfd88f69809e5ea44655aa440d
C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Startup\T1547.009.lnk,3239cb0f87625068701816f0c44b3d30
C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Startup\T1547.009.lnk,8c8a92eadf96797a96a2bf983d31751d
C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Startup\T1547.009.lnk,dc82fcbc777578c26e7bb8d36cf9e296
C:\ProgramData\Microsoft\Windows\WER\Temp\WER.10f9e878-7e5a-49db-902a-0c12d8b6211b.tmp.dmp,77457ecfd88f69809e5ea44655aa440d
C:\ProgramData\Microsoft\Windows\WER\Temp\WER.29112e91-2aad-47d3-b5a0-665d0482e0f1.tmp.dmp,3b6fad470fb5a7e1747d9828e99b1f9d
C:\ProgramData\Microsoft\Windows\WER\Temp\WER.4aa1f861-9e1f-4a80-805f-0d51f810dbd2.tmp.dmp,3b6fad470fb5a7e1747d9828e99b1f9d
C:\ProgramData\Microsoft\Windows\WER\Temp\WER.5488caad-fc1a-453f-ad89-f8ad4e1a547a.tmp.dmp,3b6fad470fb5a7e1747d9828e99b1f9d
C:\ProgramData\Microsoft\Windows\WER\Temp\WER.57374b89-b1ea-4b86-a2ca-8496798a2072.tmp.dmp,3b6fad470fb5a7e1747d9828e99b1f9d
C:\ProgramData\Microsoft\Windows\WER\Temp\WER.9e9ee9a3-afef-46c7-ab18-3d6465395244.tmp.dmp,b006e9fd3b6259e83d8af2fef64bd0e4
C:\ProgramData\Microsoft\Windows\WER\Temp\WER.a3443511-f4ec-4281-a90c-dabbd1656f33.tmp.dmp,e515dbb7e00c4ee0dccb37530230880c
C:\ProgramData\Microsoft\Windows\WER\Temp\WER.bc08f533-3203-401c-8835-256287eb7e06.tmp.dmp,3f78e2cf2cd68a8b203e9758a2ebc6b1
C:\ProgramData\cmd.exe,407f33b672cd0587128dcf8e775d9779
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\VCRUNTIME140.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-core-console-l1-1-0.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-core-datetime-l1-1-0.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-core-debug-l1-1-0.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-core-errorhandling-l1-1-0.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-core-file-l1-1-0.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-core-file-l1-2-0.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-core-file-l2-1-0.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-core-handle-l1-1-0.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-core-heap-l1-1-0.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-core-interlocked-l1-1-0.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-core-libraryloader-l1-1-0.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-core-localization-l1-2-0.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-core-memory-l1-1-0.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-core-namedpipe-l1-1-0.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-core-processenvironment-l1-1-0.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-core-processthreads-l1-1-0.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-core-processthreads-l1-1-1.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-core-profile-l1-1-0.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-core-rtlsupport-l1-1-0.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-core-string-l1-1-0.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-core-synch-l1-1-0.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-core-synch-l1-2-0.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-core-sysinfo-l1-1-0.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-core-timezone-l1-1-0.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-core-util-l1-1-0.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-crt-conio-l1-1-0.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-crt-convert-l1-1-0.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-crt-environment-l1-1-0.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-crt-filesystem-l1-1-0.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-crt-heap-l1-1-0.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-crt-locale-l1-1-0.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-crt-math-l1-1-0.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-crt-process-l1-1-0.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-crt-runtime-l1-1-0.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-crt-stdio-l1-1-0.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-crt-string-l1-1-0.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-crt-time-l1-1-0.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\api-ms-win-crt-utility-l1-1-0.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\libcrypto-1_1.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\libssl-1_1.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\msvcp100.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\msvcr100.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\python37.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\sqlite3.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\ADMINI~1\AppData\Local\Temp\_MEI29282\ucrtbase.dll,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\Administrator\AppData\Local\Temp\2vy02cbg\2vy02cbg.cmdline,6775e90c50eaff6b446026b4b56d53e9
C:\Users\Administrator\AppData\Local\Temp\2vy02cbg\2vy02cbg.dll,6775e90c50eaff6b446026b4b56d53e9
C:\Users\Administrator\AppData\Local\Temp\51mtidio\51mtidio.cmdline,f2d6a22c2d623fb50cfc06d47558636f
C:\Users\Administrator\AppData\Local\Temp\51mtidio\51mtidio.dll,f2d6a22c2d623fb50cfc06d47558636f
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_02nzvfvn.5nr.ps1,8fa27adc8e68abfd9f564bac4a6404c0
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_0325h4a2.vvd.ps1,e709c2d5444cf1937bd62afe36fd7d4e
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_0aid1lse.1zf.ps1,dbe93028a248710c63a27a448b7d773d
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_0hjdb5ck.zkp.ps1,56aadc59d4d577e81c8140bf29e3cd8c
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_0hjdb5ck.zkp.ps1,62465d36e0fd6efd2862a1fee9be9d8a
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_0hjdb5ck.zkp.ps1,6ada39885b311a2f849d83fc8f5e81fb
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_0lkylxha.v4j.ps1,b006e9fd3b6259e83d8af2fef64bd0e4
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_0vefblzf.jon.ps1,f307d79d661561faf7c3ccce0f496d73
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_0yo5w4kc.hdp.ps1,09642fc2ecb50bd2d540e58cc596514d
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_1gbehe3q.erf.ps1,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_1gk43f5r.k45.ps1,7d971f141e26648ca1d9479d59d343f5
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_1jflnyq0.hhd.ps1,c68cef2c20ba3cc40d3d4cc4c0d532ed
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_1mk3sziy.ele.ps1,c391671708cab25ac6cd17047be9c1c7
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_1tp1hrvi.ylu.ps1,09642fc2ecb50bd2d540e58cc596514d
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_1urwnyph.qiv.ps1,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_1wbuqj50.baj.ps1,8fa27adc8e68abfd9f564bac4a6404c0
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_1wcqso5l.irj.ps1,6ea016ee3ea44117eaea9aed1f0c90da
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_2cfsrwrt.gng.ps1,3239cb0f87625068701816f0c44b3d30
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_2cfsrwrt.gng.ps1,8c8a92eadf96797a96a2bf983d31751d
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_2cfsrwrt.gng.ps1,dc82fcbc777578c26e7bb8d36cf9e296
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_2cqa104d.xtj.ps1,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_2ec1qz4y.ccv.ps1,e709c2d5444cf1937bd62afe36fd7d4e
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_2hijnjpb.xge.ps1,4f0e8bcbdea5c1a5ad7ab8896864b39c
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_2hyx2ydo.ar5.ps1,8fa27adc8e68abfd9f564bac4a6404c0
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_2sng2344.yl1.ps1,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_320oz3wb.vl2.ps1,09642fc2ecb50bd2d540e58cc596514d
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_3fa2odqr.kbp.ps1,6775e90c50eaff6b446026b4b56d53e9
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_3nbyjezb.gzx.ps1,55a87b355972b7cc38a802439edd93fd
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_3qzxgamu.ilc.ps1,8fa27adc8e68abfd9f564bac4a6404c0
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_3v1ytojq.qa0.ps1,ea12da00536e43864d3dc3d256671362
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_3x3vc4im.koj.ps1,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_44d1s2av.z5o.ps1,51079ec4d624f5c6a0a385a671b902ea
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_4kgyczre.eh2.ps1,2e1b3cc6129bfee201778b63d07b8470
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_4plz1jv1.g5r.ps1,3b6fad470fb5a7e1747d9828e99b1f9d
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_51ql1atf.img.ps1,424b504f4b8bff84aa16130436424f8c
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_51ql1atf.img.ps1,7cc623966415a28373b13adb3e42f5b5
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_5i1otvn3.m2q.ps1,e6cada612c2a9645bf7de2c99a9516b6
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_5ibp5kc5.x1p.ps1,6ea016ee3ea44117eaea9aed1f0c90da
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_5mm0hwn5.cnn.ps1,f307d79d661561faf7c3ccce0f496d73
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_5typqird.ydk.ps1,9cd4513cddd34c98e5a944acf747a03f
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_5y1zcc4f.42v.ps1,65cd3b6d287c7fee64d8554a52b9e742
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_5zl0grbm.i4g.ps1,8fa27adc8e68abfd9f564bac4a6404c0
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_a0mxl0gt.d12.ps1,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_a1rlratp.bh4.ps1,c0d774afe97d5224da549e646523e8eb
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_ah4zezhw.0mz.ps1,f307d79d661561faf7c3ccce0f496d73
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_akakp5mz.kvs.ps1,372eb389499685a7377983d09c6df80c
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_arnnxnea.hj3.ps1,2072a261c49df6559d26d5bce04068a9
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_arnnxnea.hj3.ps1,ab9b0d5a28b3f6fcf3066e92b4baa833
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_butvxz5b.aj4.ps1,0d6b27d6d2e95f5bd1b1f30c99200043
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_byw2fjre.qhd.ps1,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_c0h1z5i3.fnp.ps1,5c8abefb046a19382a74242c18a8ca13
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_c1230hyk.sdv.ps1,3b6fad470fb5a7e1747d9828e99b1f9d
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_chfq5qvx.zxm.ps1,a14a783f6318a2c461ca3b78ce58dd58
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_chfq5qvx.zxm.ps1,eeac12e72bbcceb56b69fff782aa3a13
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_clolbxvb.rxh.ps1,56aadc59d4d577e81c8140bf29e3cd8c
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_clolbxvb.rxh.ps1,6ada39885b311a2f849d83fc8f5e81fb
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_cvrt3uzq.job.ps1,09642fc2ecb50bd2d540e58cc596514d
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_cvselgid.qta.ps1,8fa27adc8e68abfd9f564bac4a6404c0
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_d4uak3uw.cch.ps1,ca1a91015c6d00db4333745fdb197fb4
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_d5l3t5bl.lbs.ps1,6ea016ee3ea44117eaea9aed1f0c90da
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_debj5s5w.tiq.ps1,5c8abefb046a19382a74242c18a8ca13
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_dgrllztc.qxf.ps1,09642fc2ecb50bd2d540e58cc596514d
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_dlrzeljx.rts.ps1,2ca1d75c5c5936fa295225e42cdae23d
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_dlrzeljx.rts.ps1,dc82fcbc777578c26e7bb8d36cf9e296
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_dzjnvmjq.3hu.ps1,372eb389499685a7377983d09c6df80c
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_e2h3d5ca.k50.ps1,e709c2d5444cf1937bd62afe36fd7d4e
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_e4l2v4wn.bps.ps1,4f352d6f22eaf245bcb0fa89bf4133c0
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_ebiq1nvl.mzn.ps1,75017f5dd026c49919385141aa2ae60d
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_ekie5rd5.dow.ps1,b1ad2012a87a16ebf03737e240ed9867
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_etfqegei.oxh.ps1,32f9ed11c90ba302cec716b791d8ed69
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_etfqegei.oxh.ps1,500f3d08c0273cd1df85f38191946aaf
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_exqyb31m.hbb.ps1,8fa27adc8e68abfd9f564bac4a6404c0
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_f21mcaqk.5ad.ps1,4cea87e7e4160a4b45e6fda6e49a14e1
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_f2dpbcwg.hus.ps1,a1afb178d58f0c9678bca47d09ba164b
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_f3m2nlb1.s4m.ps1,09642fc2ecb50bd2d540e58cc596514d
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_fdw0lb5e.lkc.ps1,6ea016ee3ea44117eaea9aed1f0c90da
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_ffkv4dma.kjr.ps1,09642fc2ecb50bd2d540e58cc596514d
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_ffwvihcs.u5t.ps1,6ea016ee3ea44117eaea9aed1f0c90da
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_fmjzg5oy.w5c.ps1,039cf4bae59e5aacae29a56a0dd1d0de
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_fphxiu4f.d5m.ps1,6775e90c50eaff6b446026b4b56d53e9
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_fqmyngn2.e2k.ps1,c0720a168cdbe2b63219588b0246b627
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_fx4ak1zk.rsy.ps1,6775e90c50eaff6b446026b4b56d53e9
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_fyok03zd.0qn.ps1,3b6fad470fb5a7e1747d9828e99b1f9d
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_fz0kvpqn.nxx.ps1,a1afb178d58f0c9678bca47d09ba164b
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_glv3e5nk.jw0.ps1,51079ec4d624f5c6a0a385a671b902ea
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_gmnz3x5e.b1h.ps1,4cea87e7e4160a4b45e6fda6e49a14e1
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_gqonns2h.lv4.ps1,e515dbb7e00c4ee0dccb37530230880c
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_hgn0pfoi.rbe.ps1,8fa27adc8e68abfd9f564bac4a6404c0
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_hgn0pfoi.rbe.ps1,a5d0773c6bf27829d6ea7c6ba74169a7
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_hhlywimx.l0z.ps1,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_ho4p4jx2.kot.ps1,48727b0703e2ac3c52d806e3cb17960f
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_ho4p4jx2.kot.ps1,89d28c6e633aea995ec307997c2db280
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_hpao4j2s.vpz.ps1,5c8abefb046a19382a74242c18a8ca13
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_hrqfomgm.3ic.ps1,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_hwrndpid.ssq.ps1,dbe93028a248710c63a27a448b7d773d
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_ifw1x5x4.3uk.ps1,6775e90c50eaff6b446026b4b56d53e9
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_ilugp420.1ev.ps1,8fa27adc8e68abfd9f564bac4a6404c0
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_io44gcbz.pxv.ps1,f05fb92fcc28071737c24540e183ca0a
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_iqm1nfav.mxh.ps1,80626727b57e9a869233fbe058cbb797
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_iqm1nfav.mxh.ps1,8fa27adc8e68abfd9f564bac4a6404c0
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_iqm1nfav.mxh.ps1,ab9b0d5a28b3f6fcf3066e92b4baa833
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_itujktma.om0.ps1,aa1ed70df07b483b323e55bc9b10edfc
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_iupnl2p1.zj3.ps1,8e8c214f97dcd55d9aee43d04fcd4392
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_ixsph4uv.5lh.ps1,c8f6d5d6dd7f1afe6e5dd4916f53e036
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_jabypu5j.11d.ps1,0d6b27d6d2e95f5bd1b1f30c99200043
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_jhrujmk4.0ph.ps1,602becf5162ec264e16ca607e6e728c9
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_jpskhadd.tt5.ps1,dbe93028a248710c63a27a448b7d773d
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_jretyvep.y2d.ps1,e709c2d5444cf1937bd62afe36fd7d4e
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_kdz0z2yw.wrg.ps1,aa6a7683434f94f1c8d3637eba590b7c
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_kdz0z2yw.wrg.ps1,c319e3d7d55da76c6a09a039f2291015
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_kiu0jg4o.bpf.ps1,f2d6a22c2d623fb50cfc06d47558636f
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_l0gvkmko.44y.ps1,e709c2d5444cf1937bd62afe36fd7d4e
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_l1tyuvd0.but.ps1,65070708f4b6dfbd3127b3c1ab5d1604
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_l54hhijl.hj1.ps1,6775e90c50eaff6b446026b4b56d53e9
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_lactmflz.nzd.ps1,09642fc2ecb50bd2d540e58cc596514d
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_lhr1kfb5.apl.ps1,51079ec4d624f5c6a0a385a671b902ea
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_ljoowcfe.byf.ps1,f307d79d661561faf7c3ccce0f496d73
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_lqkiw4i5.opj.ps1,09642fc2ecb50bd2d540e58cc596514d
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_lxpka4wj.cq5.ps1,a1afb178d58f0c9678bca47d09ba164b
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_mg5hefsi.umu.ps1,dbe93028a248710c63a27a448b7d773d
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_n1j1mjmw.opa.ps1,0b30925c8e876469baba224da3f8a894
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_nhv2bahh.w4w.ps1,dbe93028a248710c63a27a448b7d773d
C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_nrdxhtvw.cn4.ps1,dbe93028a248710c63a27a448b7d773d
